Report ID,Date,Site,Location,Activity,Report Type,Description,SIF Potential,Confidence,Life Saving Rule,Barrier Failure,Review Status
OIL-2026-0245,2026-06-12,Moran Gas Gathering Station (GGS-1),Crude Storage & Separation Unit,Hot Work & Fabrication,Near Miss,Welder initiated hot work arc welding on test separator skid while flammable hydrocarbon vapors were venting from nearby atmospheric vent pipe. Fire blanket was not deployed.,YES,88.2%,Hot Work,Hot Work Controls & Fire Watch Deficient,NOT_REQUIRED
OIL-2026-0246,2026-02-04,Jorajan Wellhead Installation W-22,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Muster point directional sign board paint was faded and weathered by sunlight near the perimeter fence gate.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0247,2026-08-22,Madhuban EPS & Separation Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Operator discarded used oily cleaning cotton rags in standard general waste bin instead of designated red hazardous waste container.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0248,2026-05-13,Madhuban EPS & Separation Plant,Site Facility,Hot Work & Fabrication,Unsafe Act,Fabrication crew commenced cutting torch operation on pipe support bracket 4 meters from an active hydrocarbon condensate drainage trench without conducting explosive gas test (LEL) and with no fire watch present.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0249,2026-06-23,Madhuban EPS & Separation Plant,Site Facility,Hot Work & Fabrication,Unsafe Act,Fabrication crew commenced cutting torch operation on pipe support bracket 4 meters from an active hydrocarbon condensate drainage trench without conducting explosive gas test (LEL) and with no fire watch present.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0250,2026-03-28,Jorajan Wellhead Installation W-22,Crude Storage & Separation Unit,Crude & Material Transportation,Unsafe Act,Crude oil bowser tanker was tracked on IVMS speeding at 78 km/h in a 30 km/h restricted oilfield unpaved corridor during heavy rain. Driver was observed using mobile phone without wearing seatbelt.,NO,72.8%,Driving & Transportation,Driver Safety & Journey Control Non-Compliance,PENDING_REVIEW
OIL-2026-0251,2026-07-01,Duliajan Central Workshop,Site Facility,Crane & Mechanical Lifting,Near Miss,"During offloading of casing pipes from trailer, lifting shackle pin backed out due to missing split pin. One 2-ton casing pipe slipped out of the sling assembly, narrowly missing the banksman.",YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,NOT_REQUIRED
OIL-2026-0252,2026-02-22,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Vessel & Tank Cleaning,Unsafe Act,"Technician climbed inside cellar pit on Rig D-14 to retrieve dropped wrench without an entry permit, gas test, or forced ventilation while drilling mud was degassing nearby.",NO,78.4%,Confined Space,Permit to Work & Authorization Violation,NOT_REQUIRED
OIL-2026-0253,2026-06-26,Duliajan Central Workshop,Site Facility,Crane & Mechanical Lifting,Near Miss,"During offloading of casing pipes from trailer, lifting shackle pin backed out due to missing split pin. One 2-ton casing pipe slipped out of the sling assembly, narrowly missing the banksman.",YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,NOT_REQUIRED
OIL-2026-0254,2026-06-10,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Scaffolding & Rigging,Unsafe Act,Derrickman was observed working on the monkey board at 28 meters elevation during pipe racking with his full-body safety harness lifeline unclipped from the certified anchor point.,YES,92.4%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0255,2026-05-24,Duliajan Central Workshop,Site Facility,Crane & Mechanical Lifting,Near Miss,"During offloading of casing pipes from trailer, lifting shackle pin backed out due to missing split pin. One 2-ton casing pipe slipped out of the sling assembly, narrowly missing the banksman.",YES,88.2%,Safe Mechanical Lifting,Rigging & Sling Integrity Compromised,NOT_REQUIRED
OIL-2026-0256,2026-03-18,Madhuban EPS & Separation Plant,Site Facility,Hot Work & Fabrication,Unsafe Act,Fabrication crew commenced cutting torch operation on pipe support bracket 4 meters from an active hydrocarbon condensate drainage trench without conducting explosive gas test (LEL) and with no fire watch present.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0257,2026-04-24,Tengakhat Compressor Station,HP Compressor House,Scaffolding & Rigging,Unsafe Condition,"Scaffold erected for high-pressure gas header inspection at Tengakhat Compressor Station had missing middle guard rails, loose wooden planks, and no toe-boards at a working height of 7.5 meters.",YES,89.6%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0258,2026-06-20,Duliajan Central Workshop,Central Maintenance Workshop,Routine Inspection & Housekeeping,Unsafe Condition,"Small puddle of rainwater and spilled detergent noticed near the workshop main entrance hallway, posing minor slipping hazard to office staff.",NO,75.6%,General UA/UC & Housekeeping,Standard Operational Anomaly,NOT_REQUIRED
OIL-2026-0259,2026-04-27,Digboi Production Facility & Tank Farm,Pipeline Manifold & Pigging Station,Crude & Material Transportation,Near Miss,"Heavy pipe delivery flatbed truck suffered brake failure while descending steep grade near Digboi bypass due to unperformed pre-trip brake inspection, narrowly avoiding rollover into pipeline easement.",NO,72.8%,Bypassing Safety Controls,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0260,2026-02-27,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0261,2026-05-05,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Routine Inspection & Housekeeping,Unsafe Condition,"Fixed toxic gas detector at Moran GGS compressor hall had power cable disconnected, disabling early detection alarm for hazardous gas leak in confined compressor shed.",YES,89.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,NOT_REQUIRED
OIL-2026-0262,2026-07-11,Dikom Pipeline Manifold & Pigging Area,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Technician walked across non-operational asphalt parking lot without wearing clear safety spectacles in broad daylight.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0263,2026-06-21,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Scaffolding & Rigging,Unsafe Act,Derrickman was observed working on the monkey board at 28 meters elevation during pipe racking with his full-body safety harness lifeline unclipped from the certified anchor point.,YES,92.4%,Working at Height,Fall Protection / Guardrails Inadequate,APPROVED
OIL-2026-0264,2026-06-22,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Routine Inspection & Housekeeping,Unsafe Condition,"Fixed toxic gas detector at Moran GGS compressor hall had power cable disconnected, disabling early detection alarm for hazardous gas leak in confined compressor shed.",YES,89.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,NOT_REQUIRED
OIL-2026-0265,2026-01-27,Moran Gas Gathering Station (GGS-1),Crude Storage & Separation Unit,Hot Work & Fabrication,Near Miss,Welder initiated hot work arc welding on test separator skid while flammable hydrocarbon vapors were venting from nearby atmospheric vent pipe. Fire blanket was not deployed.,YES,88.2%,Hot Work,Hot Work Controls & Fire Watch Deficient,NOT_REQUIRED
OIL-2026-0266,2026-03-05,Kusijan Water Injection Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Emergency eye wash station dust covers were missing in the water testing laboratory. Water flow testing confirmed unit operates normally.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0267,2026-03-24,Moran Gas Gathering Station (GGS-1),Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Inspection tag on 5 kg CO2 fire extinguisher in the lunchroom was expired by two weeks. Pressure gauge indicator was within normal green range.,NO,72.8%,Hot Work,Hot Work Controls & Fire Watch Deficient,PENDING_REVIEW
OIL-2026-0268,2026-07-29,Shalmari Workover Rig WR-05,Rig Floor & Wellhead Area,Drilling & Well Construction,Near Miss,"While hoisting drill collars on Rig WR-05, an unlatched 4-inch casing tong jaw weighing 18 kg slipped from the derrick and fell 12 meters, landing 1.5 meters from the floor roughneck in the line of fire.",YES,92.4%,Hot Work,Standard Operational Anomaly,APPROVED
OIL-2026-0269,2026-01-15,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Mechanical Maintenance & Piping,Near Miss,"During scheduled maintenance of crude booster pump P-102B at Moran GGS, technician began unbolting the pump casing before verifying that the 415V electrical breaker had been locked out and tagged. The circuit was still energized.",YES,93.8%,Energy Isolation,LOTO / Energy Isolation not verified,APPROVED
OIL-2026-0270,2026-06-09,Baghjan Well Area B-02,Rig Floor & Wellhead Area,Well Intervention & Workover,Near Miss,Wireline crew opened wellhead swab valve on sour gas well B-02 without wearing personal multi-gas detectors or keeping 30-minute positive pressure SCBA units ready at the staging area. H2S concentration registered 15 ppm shortly after.,YES,96.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,NOT_REQUIRED
OIL-2026-0271,2026-04-30,Duliajan Central Workshop,Electrical Switchgear & MCC Room,Electrical Maintenance,Near Miss,Electrician was replacing contacts on 11kV busbar in Duliajan Central Substation without applying earthing switch or verifying zero energy state with a calibrated voltage detector.,YES,95.2%,Energy Isolation,Standard Operational Anomaly,NOT_REQUIRED
OIL-2026-0272,2026-05-31,Duliajan Central Workshop,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Store helper was not wearing protective leather gloves while unboxing cardboard cartons containing paper stationery in the administrative warehouse.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0273,2026-07-06,Tengakhat Compressor Station,HP Compressor House,Scaffolding & Rigging,Unsafe Condition,"Scaffold erected for high-pressure gas header inspection at Tengakhat Compressor Station had missing middle guard rails, loose wooden planks, and no toe-boards at a working height of 7.5 meters.",YES,89.6%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
OIL-2026-0274,2026-04-16,Baghjan Well Area B-02,Rig Floor & Wellhead Area,Well Intervention & Workover,Near Miss,Wireline crew opened wellhead swab valve on sour gas well B-02 without wearing personal multi-gas detectors or keeping 30-minute positive pressure SCBA units ready at the staging area. H2S concentration registered 15 ppm shortly after.,YES,96.6%,Toxic Gas & H2S Exposure,Gas Monitoring / Detection System Failure,APPROVED
OIL-2026-0275,2026-06-29,Duliajan Central Workshop,Site Facility,Routine Inspection & Housekeeping,Unsafe Act,Store helper was not wearing protective leather gloves while unboxing cardboard cartons containing paper stationery in the administrative warehouse.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0276,2026-08-20,Moran Gas Gathering Station (GGS-1),Gas Gathering Station (GGS),Mechanical Maintenance & Piping,Near Miss,"During scheduled maintenance of crude booster pump P-102B at Moran GGS, technician began unbolting the pump casing before verifying that the 415V electrical breaker had been locked out and tagged. The circuit was still energized.",YES,93.8%,Energy Isolation,LOTO / Energy Isolation not verified,NOT_REQUIRED
OIL-2026-0277,2026-08-18,Kusijan Water Injection Plant,Site Facility,Routine Inspection & Housekeeping,Unsafe Condition,Emergency eye wash station dust covers were missing in the water testing laboratory. Water flow testing confirmed unit operates normally.,NO,72.8%,General UA/UC & Housekeeping,Standard Operational Anomaly,PENDING_REVIEW
OIL-2026-0278,2026-07-22,Digboi Production Facility & Tank Farm,Crude Storage & Separation Unit,Vessel & Tank Cleaning,Near Miss,Contract cleaning crew entered Crude Storage Tank T-04 through bottom manhole without conducting continuous multi-gas atmospheric testing. Oxygen level was later tested at 18.2% and standby watch was absent.,NO,72.8%,Confined Space,Confined Space Entry Protocol Violated,PENDING_REVIEW
OIL-2026-0279,2026-03-01,Jorajan Wellhead Installation W-22,Crude Storage & Separation Unit,Crude & Material Transportation,Unsafe Act,Crude oil bowser tanker was tracked on IVMS speeding at 78 km/h in a 30 km/h restricted oilfield unpaved corridor during heavy rain. Driver was observed using mobile phone without wearing seatbelt.,NO,72.8%,Driving & Transportation,Driver Safety & Journey Control Non-Compliance,PENDING_REVIEW
OIL-2026-0280,2026-07-28,Naharkatiya Drilling Rig D-14,Rig Floor & Wellhead Area,Scaffolding & Rigging,Unsafe Act,Derrickman was observed working on the monkey board at 28 meters elevation during pipe racking with his full-body safety harness lifeline unclipped from the certified anchor point.,YES,92.4%,Working at Height,Fall Protection / Guardrails Inadequate,NOT_REQUIRED
